Date,LMCADS03,LMCADY,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG
2014-11-26,6571.0,6631.0,87.61,28212.0,2072.83,117.4897,428.01,73.69,1197.87,16.517
2014-11-27,6557.5,6615.0,87.61,28212.0,2072.83,117.4897,427.32,73.69,1192.67,16.25
2014-11-28,6351.0,6412.0,88.36,28137.0,2067.56,112.9451,425.82,66.15,1167.38,15.4515
2014-12-01,6449.0,6518.0,87.95,28137.0,2053.44,114.797,422.84,69.0,1212.1,16.46
2014-12-02,6414.0,6470.5,88.65,28137.0,2066.55,112.5138,424.14,66.88,1198.28,16.4705
2014-12-03,6380.0,6434.0,88.96,28120.0,2074.33,112.1638,425.03,67.38,1209.43,16.4148
2014-12-04,6470.0,6535.5,88.7,28120.0,2071.92,112.1997,424.39,66.81,1205.27,16.4731
2014-12-05,6451.0,6515.0,89.33,28111.0,2075.37,112.2006,424.75,65.84,1192.35,16.2868
2014-12-08,6405.0,6458.25,89.04,28089.0,2060.31,110.6721,421.72,63.05,1203.51,16.3671
2014-12-09,6480.0,6535.5,88.69,28315.0,2059.82,111.9937,420.22,63.82,1231.06,17.0755
2014-12-10,6415.0,6475.5,88.27,28065.0,2026.14,110.879,414.77,60.94,1226.31,17.0647
2014-12-11,6462.5,6517.5,88.66,27457.0,2035.33,110.6821,414.33,59.95,1227.72,17.096
2014-12-12,6490.0,6542.25,88.36,27328.0,2002.33,110.7697,408.74,57.81,1222.59,17.0342
2014-12-15,6400.0,6447.5,88.46,27177.0,1989.63,109.7779,403.61,55.91,1193.23,16.165
2014-12-16,6365.0,6409.5,88.13,26939.0,1972.74,108.2629,403.19,55.93,1197.01,15.7257
2014-12-17,6368.0,6419.0,89.13,26939.0,2012.89,108.8532,407.27,56.47,1189.71,15.7545
2014-12-18,6315.0,6362.0,89.24,26915.0,2061.23,108.5242,415.44,54.11,1198.57,15.885
2014-12-19,6400.0,6452.5,89.6,27062.0,2070.65,108.66,418.2,56.52,1195.74,16.0833
2014-12-22,6355.0,6404.0,89.77,27062.0,2078.54,107.0226,420.15,55.26,1176.44,15.6789
2014-12-23,6330.0,6381.0,90.06,26983.0,2082.17,107.5993,420.08,57.12,1176.57,15.7578
2014-12-24,6302.0,6361.0,89.97,27154.0,2081.88,106.1649,420.51,55.84,1173.8,15.72
2014-12-25,6302.0,6361.0,89.84,27154.0,2081.88,106.1649,420.39,55.84,1173.8,15.72
2014-12-26,6302.0,6361.0,90.03,26996.0,2088.77,106.4859,421.27,54.73,1196.0,16.0693
2014-12-29,6290.0,6371.0,90.19,26937.0,2090.57,106.113,422.05,53.61,1183.29,15.807
2014-12-30,6325.0,6398.0,89.99,26765.0,2080.35,106.1031,419.52,54.12,1200.55,16.3048
2014-12-31,6300.0,6368.0,90.27,26621.0,2058.9,104.3285,417.12,53.27,1184.37,15.7113
2015-01-01,6300.0,6368.0,90.28,26621.0,2058.9,104.3285,417.12,53.27,1181.98,15.665
2015-01-02,6255.0,6321.0,91.08,26334.0,2058.2,103.8614,415.92,52.69,1188.39,15.7465
2015-01-05,6145.0,6213.5,91.38,26257.0,2020.58,103.873,408.01,50.04,1204.86,16.1885
2015-01-06,6145.0,6221.0,91.5,26157.0,2002.61,104.0825,404.05,47.93,1218.58,16.5365
2015-01-07,6115.0,6182.5,91.89,26368.0,2025.9,103.5252,406.06,48.65,1211.41,16.5354
2015-01-08,6104.0,6175.75,92.37,26484.0,2062.14,103.6365,413.84,48.79,1208.79,16.3651
2015-01-09,6090.0,6166.5,91.94,26071.0,2044.81,103.6223,411.69,48.36,1223.25,16.505
2015-01-12,6017.0,6101.0,91.98,25952.0,2028.26,101.895,409.87,46.07,1233.31,16.5825
2015-01-13,5860.0,5939.5,92.31,25608.0,2023.03,101.2909,410.39,45.89,1230.64,17.0524
2015-01-14,5548.0,5619.0,92.16,24940.0,2011.27,102.3496,407.4,48.48,1228.72,16.8571
2015-01-15,5630.0,5681.0,92.35,24519.0,1992.67,101.7177,406.95,46.25,1262.75,16.9468
2015-01-16,5715.0,5768.0,92.52,24108.0,2019.42,103.3062,409.62,48.69,1280.45,17.788
2015-01-19,5672.0,5709.0,92.52,24108.0,2019.42,103.3062,410.87,48.69,1275.65,17.695
2015-01-20,5690.0,5722.0,93.05,24092.0,2022.55,101.4993,411.82,46.39,1295.32,17.9983
2015-01-21,5771.0,5801.0,92.9,23060.0,2032.12,102.5472,414.66,47.78,1293.09,18.127
2015-01-22,5665.0,5696.5,94.08,22702.0,2063.15,101.5883,418.52,46.31,1302.25,18.3342
2015-01-23,5519.5,5549.0,94.76,22582.0,2051.82,101.131,418.25,45.59,1294.08,18.2983
2015-01-26,5580.0,5628.5,94.8,22255.0,2057.09,100.745,419.21,45.15,1281.4,17.9209
2015-01-27,5421.0,5453.0,94.02,22015.0,2029.55,101.3211,417.74,46.23,1292.34,18.0616
2015-01-28,5484.0,5519.5,94.47,21744.0,2002.16,100.2513,413.92,44.45,1284.49,17.9955
2015-01-29,5395.0,5433.0,94.78,21455.0,2021.25,98.7629,414.41,44.53,1257.27,16.9487
2015-01-30,5495.0,5541.0,94.8,21333.0,1994.99,100.8413,410.33,48.24,1283.79,17.2497
2015-02-02,5500.0,5525.0,94.5,21289.0,2020.85,101.3224,414.1,49.57,1274.41,17.215
2015-02-03,5690.0,5719.0,93.6,21148.0,2050.03,104.0163,419.24,53.05,1260.52,17.3
2015-02-04,5705.0,5732.75,93.99,20796.0,2041.51,101.6108,419.42,48.45,1269.35,17.3725
2015-02-05,5720.0,5743.5,93.57,20189.0,2062.52,102.4819,422.18,50.48,1264.82,17.265
2015-02-06,5650.0,5670.0,94.7,19709.0,2055.47,102.6488,420.5,51.69,1234.04,16.7258
2015-02-09,5673.0,5687.5,94.45,19172.0,2046.74,103.5666,418.86,52.86,1239.03,16.999
2015-02-10,5595.0,5604.75,94.76,18975.0,2068.59,102.1225,421.13,50.02,1233.55,16.9289
2015-02-11,5600.0,5610.25,94.99,18703.0,2068.53,101.6249,419.95,48.84,1218.83,16.8055
2015-02-12,5740.0,5752.25,94.09,18558.0,2088.48,103.0098,424.69,51.21,1221.98,16.854
2015-02-13,5735.0,5754.0,94.2,18493.0,2096.99,104.472,427.79,52.78,1229.76,17.3625
2015-02-16,5749.0,5764.0,94.2,18493.0,2096.99,104.472,427.83,52.78,1232.55,17.275
2015-02-17,5649.5,5659.75,94.06,18585.0,2100.34,103.9821,428.2,53.53,1209.89,16.5223
2015-02-18,5745.0,5759.5,94.2,18248.0,2099.68,103.21,429.21,52.14,1212.42,16.504
2015-02-19,5750.0,5766.25,94.4,18143.0,2097.45,103.2202,429.6,51.16,1206.84,16.3822
2015-02-20,5693.0,5708.0,94.25,18023.0,2110.3,102.7283,431.17,50.34,1201.94,16.2422
2015-02-23,5672.0,5684.5,94.57,17961.0,2109.66,101.7313,431.62,49.45,1201.83,16.3379
2015-02-24,5785.0,5800.0,94.49,18051.0,2115.48,101.9664,432.82,49.28,1200.53,16.2958
2015-02-25,5775.0,5803.0,94.21,18110.0,2113.86,102.7864,433.46,50.99,1205.0,16.5698
2015-02-26,5888.0,5917.5,95.29,17921.0,2110.74,102.1028,432.88,48.17,1209.49,16.5695
2015-02-27,5895.0,5924.0,95.29,17854.0,2104.5,103.4379,432.47,49.76,1213.18,16.6003
2015-03-02,5905.5,5925.5,95.46,18034.0,2117.39,101.8861,433.21,49.59,1206.83,16.3965
2015-03-03,5822.0,5841.75,95.38,18303.0,2107.78,102.0982,431.35,50.52,1203.74,16.2813
2015-03-04,5840.0,5861.5,95.97,18908.0,2098.53,102.0542,429.23,51.53,1200.34,16.247
2015-03-05,5835.0,5857.0,96.38,19513.0,2101.04,101.6979,429.77,50.76,1198.4,16.219
2015-03-06,5745.0,5765.5,97.62,20394.0,2071.26,100.7694,424.86,49.61,1167.29,15.9025
2015-03-09,5872.0,5894.0,97.59,20968.0,2079.43,100.3442,424.29,50.0,1167.21,15.77
2015-03-10,5765.0,5788.5,98.62,21568.0,2044.16,99.1358,417.18,48.29,1161.84,15.6727
2015-03-11,5730.0,5754.5,99.8,22675.0,2040.24,99.3781,416.76,48.17,1155.31,15.508
2015-03-12,5844.0,5867.0,99.44,24218.0,2065.95,98.9953,420.91,47.05,1153.73,15.6018
2015-03-13,5858.5,5882.0,100.33,24744.0,2053.4,97.5777,418.58,44.84,1158.48,15.6566
2015-03-16,5847.5,5864.25,99.6,25325.0,2081.19,97.3299,423.06,43.88,1154.81,15.653
2015-03-17,5785.0,5805.0,99.59,25489.0,2074.28,96.9626,422.69,43.46,1149.57,15.5695
2015-03-18,5670.0,5695.5,98.55,25426.0,2099.5,98.1868,426.85,44.66,1167.61,15.948
2015-03-19,5853.0,5879.25,99.26,25189.0,2089.27,97.9882,426.62,43.96,1171.18,16.141
2015-03-20,6045.0,6073.5,97.91,24950.0,2108.1,99.5455,431.91,45.72,1182.54,16.7522
2015-03-23,6120.0,6149.5,97.03,24855.0,2104.42,100.1287,432.92,47.45,1189.54,16.981
2015-03-24,6145.0,6174.0,97.19,24744.0,2091.5,100.0038,431.83,47.51,1193.28,16.966
2015-03-25,6125.0,6149.5,96.98,24330.0,2061.05,100.3086,428.25,49.21,1195.47,16.9722
2015-03-26,6174.0,6195.5,97.44,24127.0,2056.15,101.0461,425.1,51.43,1204.81,17.116
2015-03-27,6055.0,6078.5,97.29,24822.0,2061.02,99.3652,424.89,48.87,1198.55,16.9577
2015-03-30,6082.0,6106.5,97.98,26991.0,2086.24,99.2875,428.11,48.68,1186.07,16.7295
2015-03-31,6041.0,6064.5,98.36,26864.0,2067.89,98.123,424.76,47.6,1183.57,16.6595
2015-04-01,6045.0,6068.0,98.19,26761.0,2059.69,99.8963,424.56,50.09,1203.98,16.954
2015-04-02,5980.0,6003.25,97.44,26633.0,2066.96,99.6875,427.45,49.14,1202.61,16.7745
2015-04-03,5980.0,6003.25,96.55,26633.0,2066.96,99.6875,427.72,49.14,1206.91,17.0612
2015-04-06,5980.0,6003.25,96.78,26468.0,2080.62,100.9518,431.35,52.14,1214.84,16.993
2015-04-07,6065.0,6084.5,97.83,26254.0,2076.33,101.3824,431.32,53.98,1209.22,16.8575
2015-04-08,6010.0,6027.75,97.94,25909.0,2081.9,99.2247,432.47,50.42,1202.57,16.5266
2015-04-09,5995.0,6015.0,99.16,25616.0,2091.18,98.797,434.0,50.79,1194.81,16.1945
2015-04-10,6039.0,6056.0,99.34,25357.0,2102.06,99.4714,435.93,51.64,1207.59,16.465
2015-04-13,5990.0,6001.25,99.49,25255.0,2092.43,99.0605,434.63,51.91,1198.88,16.2795
2015-04-14,5945.0,5955.0,98.73,25138.0,2095.84,99.6698,436.11,53.29,1192.78,16.1781
2015-04-15,5955.0,5960.75,98.32,24959.0,2106.63,101.4433,436.98,56.39,1202.58,16.3475
2015-04-16,6060.0,6067.5,97.42,24856.0,2104.99,102.31,438.29,56.71,1198.55,16.2962
2015-04-17,6060.0,6069.0,97.52,24732.0,2081.18,101.819,434.01,55.74,1204.22,16.2725
2015-04-20,5980.0,5985.75,97.94,24633.0,2100.4,101.1654,435.82,56.38,1195.89,15.9783
2015-04-21,5945.0,5943.0,98.0,24508.0,2097.29,100.7391,436.82,55.26,1202.41,16.0275
2015-04-22,5911.0,5902.0,97.93,24407.0,2107.96,100.6419,438.12,56.16,1187.13,15.8065
2015-04-23,5940.0,5943.0,97.28,24279.0,2112.93,101.6138,439.61,57.74,1193.97,15.8835
2015-04-24,6030.0,6031.0,96.92,24179.0,2117.69,101.5906,441.57,57.15,1179.0,15.7316
2015-04-27,6065.0,6070.0,96.77,24038.0,2108.92,101.765,442.17,56.99,1202.15,16.403
2015-04-28,6118.0,6132.0,96.09,23900.0,2114.76,102.061,442.63,57.06,1212.17,16.634
2015-04-29,6145.0,6162.5,95.21,23800.0,2106.85,103.0634,440.65,58.58,1204.71,16.555
2015-04-30,6335.0,6364.5,94.6,23674.0,2085.51,103.7471,436.3,59.63,1184.37,16.1533
2015-05-01,6400.0,6411.5,95.3,23624.0,2108.29,103.3993,438.18,59.15,1178.46,16.1553
2015-05-04,6400.0,6411.5,95.48,23492.0,2114.49,103.6961,439.03,58.93,1188.33,16.4135
2015-05-05,6480.0,6481.75,95.08,23367.0,2089.46,104.7285,435.21,60.4,1193.34,16.5522
2015-05-06,6390.0,6389.25,94.09,23361.0,2080.15,104.562,434.74,60.93,1192.24,16.5148
2015-05-07,6400.0,6403.0,94.64,23361.0,2088.0,103.1043,433.26,58.94,1184.51,16.33
2015-05-08,6387.5,6391.5,94.79,23361.0,2116.1,104.0993,439.28,59.39,1188.39,16.4675
2015-05-11,6365.0,6368.5,95.01,23316.0,2105.33,103.3951,438.1,59.25,1183.97,16.307
2015-05-12,6440.0,6446.5,94.53,23186.0,2099.12,104.6512,436.87,60.75,1193.94,16.5425
2015-05-13,6405.0,6410.0,93.62,22884.0,2098.48,104.9837,438.19,60.5,1215.75,17.1248
2015-05-14,6401.0,6406.25,93.46,22782.0,2121.1,105.4938,441.22,59.88,1221.14,17.4583
2015-05-15,6415.0,6414.75,93.14,22606.0,2122.73,105.3453,442.36,59.69,1224.8,17.5063
2015-05-18,6380.0,6369.0,94.22,22606.0,2129.2,105.088,442.61,59.43,1225.51,17.7255
2015-05-19,6220.0,6210.0,95.27,22244.0,2127.83,102.8047,441.52,57.26,1207.86,17.1134
2015-05-20,6220.0,6214.0,95.45,22156.0,2125.85,102.9428,441.35,58.98,1209.8,17.1228
2015-05-21,6252.0,6249.0,95.26,22188.0,2130.82,103.7503,442.7,60.72,1204.86,17.161
2015-05-22,6161.5,6156.0,96.01,22232.0,2126.06,102.5038,441.32,59.72,1206.21,17.1097
2015-05-25,6161.5,6156.0,96.01,22232.0,2126.06,102.5038,441.29,59.72,1206.6,17.1775
2015-05-26,6106.5,6103.5,97.3,22276.0,2104.2,100.772,435.93,58.03,1187.3,16.7575
2015-05-27,6080.5,6079.5,97.37,22474.0,2123.48,100.0014,438.32,57.51,1188.09,16.7045
2015-05-28,6095.0,6091.5,96.97,22518.0,2120.79,100.1561,437.39,57.68,1188.4,16.703
2015-05-29,6015.0,6005.25,96.91,22518.0,2107.39,100.9465,434.51,60.3,1190.58,16.7493
2015-06-01,6024.0,6014.5,97.39,22518.0,2111.73,101.0561,434.23,60.2,1189.2,16.769
2015-06-02,6040.0,6029.0,95.84,22518.0,2109.6,102.0676,434.99,61.26,1193.01,16.7995
2015-06-03,6011.0,6000.5,95.47,22518.0,2114.07,100.9914,436.44,59.64,1185.17,16.5345
2015-06-04,5915.0,5906.25,95.46,22518.0,2095.84,100.0515,432.92,58.0,1176.89,16.1493
2015-06-05,5937.0,5927.0,96.31,22540.0,2092.83,100.2458,429.38,59.13,1171.94,16.1132
2015-06-08,5948.0,5938.75,95.3,22562.0,2079.28,100.6041,427.35,58.14,1174.07,15.9906
2015-06-09,5965.0,5956.25,95.17,23245.0,2080.15,102.1749,426.95,60.14,1176.8,15.9785
2015-06-10,6030.0,6023.75,94.65,23915.0,2105.2,102.712,432.73,61.43,1186.06,16.0399
2015-06-11,5880.0,5864.0,94.98,24383.0,2108.86,101.4942,433.28,60.77,1182.01,16.0455
2015-06-12,5912.0,5892.5,94.97,24753.0,2094.11,100.5809,431.38,59.96,1181.63,15.9777
2015-06-15,5815.0,5784.0,94.81,25084.0,2084.43,100.2693,428.11,59.52,1186.43,16.083
2015-06-16,5750.0,5725.0,95.0,25120.0,2096.29,100.5206,429.31,59.97,1182.07,16.039
2015-06-17,5745.0,5726.0,94.3,25650.0,2100.44,100.523,429.16,59.92,1185.55,16.1337
2015-06-18,5755.0,5736.25,94.04,25529.0,2121.24,100.6035,433.57,60.45,1201.94,16.1787
2015-06-19,5659.0,5642.0,94.09,25860.0,2109.99,99.8353,432.18,59.61,1200.27,16.1075
2015-06-22,5654.0,5636.75,94.33,26923.0,2122.85,100.0458,437.4,59.68,1185.98,16.22
2015-06-23,5780.0,5763.0,95.43,27371.0,2124.2,100.7234,437.53,61.01,1178.63,15.878
2015-06-24,5739.0,5722.75,95.26,28011.0,2108.58,100.468,435.41,60.27,1175.4,15.8955
2015-06-25,5770.0,5754.25,95.19,28579.0,2102.31,100.9008,434.25,59.7,1173.17,15.864
2015-06-26,5755.0,5745.0,95.47,29082.0,2101.49,101.1317,432.75,59.63,1175.52,15.8081
2015-06-29,5790.0,5784.0,94.79,29595.0,2057.64,100.7349,423.35,58.33,1179.83,15.775
2015-06-30,5765.0,5754.75,95.49,30120.0,2063.11,102.6892,423.51,59.47,1172.35,15.7355
2015-07-01,5775.0,5765.75,96.31,30565.0,2077.42,101.6029,426.02,56.96,1168.79,15.5825
2015-07-02,5795.0,5778.0,96.11,31198.0,2076.78,101.8648,426.01,56.93,1166.26,15.696
2015-07-03,5759.0,5744.0,96.11,31198.0,2076.78,101.8648,425.08,56.93,1169.1,15.6975
2015-07-06,5590.0,5576.0,96.3,31721.0,2068.76,99.1078,420.84,52.53,1170.33,15.7505
2015-07-07,5339.5,5329.0,96.87,32198.0,2081.34,97.5994,419.24,52.33,1155.26,15.074
2015-07-08,5520.0,5511.0,96.29,32733.0,2046.68,97.8443,414.11,51.65,1158.33,15.161
2015-07-09,5630.0,5616.5,96.61,32883.0,2051.31,99.0382,417.12,52.78,1159.43,15.412
2015-07-10,5590.0,5578.0,96.03,33197.0,2076.62,99.3342,423.37,52.74,1163.74,15.5775
2015-07-13,5591.0,5573.5,96.86,33505.0,2099.6,99.5776,427.19,52.2,1157.98,15.5112
2015-07-14,5565.0,5544.0,96.64,36535.0,2108.95,99.4037,429.43,53.04,1156.06,15.372
2015-07-15,5531.0,5508.5,97.17,36740.0,2107.4,98.4829,429.01,51.41,1149.45,15.0995
2015-07-16,5560.0,5538.75,97.67,37010.0,2124.29,98.0791,432.19,50.91,1145.39,15.0168
2015-07-17,5480.0,5459.75,97.86,37207.0,2126.64,97.5677,431.96,50.89,1134.14,14.8875
2015-07-20,5480.0,5458.75,98.03,37481.0,2128.28,96.2029,431.96,50.15,1096.5,14.7055
2015-07-21,5455.0,5432.25,97.33,37628.0,2119.21,96.3599,431.22,50.36,1101.25,14.845
2015-07-22,5361.0,5341.0,97.6,37723.0,2114.15,95.3199,428.37,49.19,1094.24,14.807
2015-07-23,5272.5,5253.5,97.12,37656.0,2102.15,94.3904,427.18,48.45,1090.7,14.666
2015-07-24,5263.0,5246.5,97.24,37623.0,2079.65,93.2871,422.8,48.14,1099.11,14.6779
2015-07-27,5188.0,5173.0,96.5,37498.0,2067.64,92.1493,419.38,47.39,1093.98,14.563
2015-07-28,5297.5,5286.5,96.77,37395.0,2093.25,92.8979,422.25,47.98,1095.48,14.691
2015-07-29,5328.0,5316.5,96.98,37283.0,2108.57,93.045,425.64,48.79,1096.85,14.82
2015-07-30,5260.0,5253.0,97.56,37283.0,2108.63,92.6245,425.16,48.52,1088.76,14.753
2015-07-31,5230.0,5221.5,97.34,37283.0,2103.84,91.7827,426.78,47.12,1095.8,14.7813
2015-08-03,5220.0,5212.0,97.49,37283.0,2098.04,90.4331,425.32,45.17,1086.79,14.517
2015-08-04,5235.0,5229.75,97.93,37172.0,2093.32,91.1156,424.92,45.74,1087.7,14.6075
2015-08-05,5178.0,5169.0,97.96,36607.0,2099.84,90.8273,425.71,45.15,1085.03,14.6002
2015-08-06,5185.0,5177.0,97.83,36054.0,2083.56,90.5323,423.19,44.66,1089.55,14.6757
2015-08-07,5173.0,5164.0,97.56,35581.0,2077.57,90.4799,422.03,43.87,1094.15,14.8225
2015-08-10,5309.0,5296.25,97.16,35270.0,2104.18,92.6227,426.35,44.96,1104.51,15.2488
2015-08-11,5125.0,5109.5,97.29,34802.0,2084.07,91.1178,422.21,43.08,1108.95,15.369
2015-08-12,5189.5,5175.25,96.26,34347.0,2086.05,90.8315,419.87,43.3,1124.47,15.546
2015-08-13,5185.0,5177.0,96.45,33879.0,2083.39,90.4538,419.8,42.23,1115.1,15.442
2015-08-14,5165.0,5157.25,96.52,33451.0,2091.54,90.3553,420.29,42.5,1115.07,15.2553
2015-08-17,5115.0,5107.25,96.81,33776.0,2102.44,89.8147,421.0,41.87,1117.7,15.3405
2015-08-18,5035.0,5034.0,97.04,34026.0,2096.92,89.2938,419.63,42.62,1117.71,14.884
2015-08-19,4995.0,4995.5,96.36,33569.0,2079.61,88.5264,415.31,40.8,1133.88,15.3235
2015-08-20,5119.0,5125.0,95.98,33441.0,2035.73,89.2297,408.57,41.14,1152.2,15.568
2015-08-21,5055.0,5063.75,95.01,33914.0,1970.89,87.8048,397.64,40.45,1160.77,15.3175
2015-08-24,4951.0,4969.5,93.33,34360.0,1893.21,85.8531,382.36,38.24,1155.11,14.767
2015-08-25,5065.0,5098.0,94.53,34783.0,1867.61,86.2752,381.91,39.31,1140.49,14.6909
2015-08-26,4935.0,4963.0,95.1,35355.0,1940.51,85.1383,388.96,38.6,1125.26,14.125
2015-08-27,5140.0,5176.0,95.61,35923.0,1987.66,87.7216,397.58,42.56,1125.0,14.4935
2015-08-28,5135.0,5147.0,96.11,36472.0,1988.87,89.3579,399.56,45.22,1133.6,14.5991
2015-08-31,5135.0,5147.0,95.82,36860.0,1972.18,90.9328,396.73,49.2,1134.93,14.6275
2015-09-01,5069.0,5082.75,95.45,37196.0,1913.85,88.738,386.17,45.41,1140.27,14.6165
2015-09-02,5120.0,5136.5,95.83,37671.0,1948.86,88.9281,389.22,46.25,1134.05,14.68
2015-09-03,5246.0,5264.0,96.41,38046.0,1951.13,89.4195,391.03,46.75,1125.46,14.72
2015-09-04,5120.0,5131.75,96.23,38096.0,1921.22,88.4894,384.49,46.05,1121.85,14.5775
2015-09-07,5148.0,5163.25,96.23,38096.0,1921.22,88.4894,384.65,46.05,1119.35,14.5077
2015-09-08,5345.0,5365.0,95.99,38047.0,1969.41,89.3503,391.42,45.94,1121.55,14.791
2015-09-09,5365.0,5381.75,96.01,37926.0,1942.04,88.2201,392.54,44.15,1107.85,14.621
2015-09-10,5398.0,5416.5,95.46,37824.0,1952.29,89.1462,391.69,45.92,1110.75,14.686
2015-09-11,5370.0,5390.25,95.19,37659.0,1961.05,88.9268,391.96,44.63,1107.95,14.6138
2015-09-14,5309.0,5330.5,95.25,37936.0,1953.03,88.5721,390.74,44.0,1109.1,14.4398
2015-09-15,5347.0,5360.75,95.61,38384.0,1978.09,88.571,393.69,44.59,1105.35,14.4233
2015-09-16,5379.0,5387.0,95.42,38848.0,1995.31,89.4589,398.75,47.15,1119.52,14.917
2015-09-17,5390.0,5405.5,94.55,39135.0,1990.2,89.0314,398.77,46.9,1131.51,15.15
2015-09-18,5254.0,5272.5,94.86,39507.0,1958.03,87.7272,394.04,44.68,1139.23,15.1725
2015-09-21,5269.0,5281.0,95.89,39551.0,1966.97,88.5615,392.99,46.68,1133.44,15.202
2015-09-22,5078.0,5089.75,96.28,39825.0,1942.74,87.6693,386.51,45.83,1124.76,14.778
2015-09-23,5057.0,5069.0,96.07,40291.0,1938.76,87.186,384.85,44.48,1130.3,14.7875
2015-09-24,5051.0,5065.5,95.99,40198.0,1932.24,87.8704,382.54,44.91,1153.95,15.1453
2015-09-25,5023.0,5042.5,96.27,40153.0,1931.34,88.4942,384.3,45.7,1146.2,15.1114
2015-09-28,4965.0,4980.0,96.03,40153.0,1881.77,87.3344,376.4,44.43,1131.95,14.599
2015-09-29,4970.0,4987.25,95.86,40153.0,1884.09,87.5618,374.06,45.23,1127.43,14.645
2015-09-30,5160.0,5176.5,96.35,40153.0,1920.03,87.8214,381.65,45.09,1115.09,14.5205
2015-10-01,5095.0,5109.5,96.19,40153.0,1923.82,87.1305,383.23,44.74,1113.61,14.5423
2015-10-02,5100.0,5111.75,95.83,40128.0,1951.36,87.8914,387.71,45.54,1138.6,15.2578
2015-10-05,5177.0,5190.5,96.11,40308.0,1987.05,88.8007,395.12,46.26,1135.75,15.655
2015-10-06,5185.0,5192.5,95.46,40453.0,1979.92,90.2675,396.23,48.53,1147.24,15.8916
2015-10-07,5187.0,5196.0,95.5,40808.0,1995.83,90.1089,399.98,47.81,1145.54,16.06
2015-10-08,5135.0,5148.5,95.32,41207.0,2013.43,90.3452,402.07,49.43,1139.01,15.695
2015-10-09,5295.0,5310.25,94.81,41538.0,2014.89,91.0084,404.81,49.63,1156.53,15.8405
2015-10-12,5315.0,5328.75,94.84,41742.0,2017.46,90.0524,405.21,47.1,1163.85,15.8352
2015-10-13,5273.0,5287.75,94.76,42096.0,2003.69,89.9819,401.8,46.66,1168.84,15.9145
2015-10-14,5299.0,5317.0,93.93,42835.0,1994.24,90.1376,399.82,46.64,1184.13,16.1316
2015-10-15,5308.0,5324.5,94.37,43605.0,2023.86,89.839,405.49,46.38,1183.1,16.1287
2015-10-16,5285.0,5303.5,94.54,44659.0,2033.11,89.7835,407.21,47.26,1177.3,16.0479
2015-10-19,5206.0,5208.5,94.93,45526.0,2033.66,88.5192,406.51,45.89,1170.79,15.8466
2015-10-20,5201.0,5205.25,94.91,46014.0,2030.77,88.829,405.86,45.55,1176.04,15.912
2015-10-21,5175.0,5181.25,95.04,46799.0,2018.94,88.1843,404.6,45.2,1167.18,15.7065
2015-10-22,5232.5,5242.0,96.38,48230.0,2052.51,88.1748,408.14,45.38,1166.05,15.8493
2015-10-23,5176.0,5183.25,97.13,49186.0,2075.15,87.4464,412.39,44.6,1164.45,15.8225
2015-10-26,5191.0,5201.5,96.86,50801.0,2071.18,86.9614,411.99,43.98,1163.04,15.855
2015-10-27,5220.0,5229.0,96.91,51563.0,2065.89,86.6234,409.86,43.2,1166.88,15.88
2015-10-28,5204.0,5210.75,97.78,52230.0,2090.35,87.642,413.64,45.94,1156.1,15.9408
2015-10-29,5130.0,5142.5,97.28,53016.0,2089.41,86.8672,411.35,46.06,1145.97,15.5925
2015-10-30,5112.0,5129.5,96.95,53615.0,2079.36,87.4289,411.25,46.59,1142.11,15.55
2015-11-02,5125.0,5140.25,96.93,53517.0,2104.05,86.8684,413.4,46.14,1133.84,15.4255
2015-11-03,5125.0,5141.25,97.16,53753.0,2109.79,87.693,414.38,47.9,1117.79,15.2835
2015-11-04,5134.0,5145.75,97.95,54716.0,2102.31,86.5148,413.95,46.32,1107.9,15.0882
2015-11-05,5011.0,5020.75,97.94,55999.0,2099.93,85.826,413.09,45.2,1103.92,14.984
2015-11-06,4987.0,4993.5,99.17,57513.0,2099.2,85.2346,411.16,44.29,1089.8,14.78
2015-11-09,4964.0,4972.75,98.98,57822.0,2078.58,84.2369,407.96,43.87,1092.31,14.5665
2015-11-10,4925.5,4939.5,99.29,58834.0,2081.72,84.0446,407.24,44.21,1089.67,14.4388
2015-11-11,4943.0,4956.25,99.01,59879.0,2075.0,83.618,407.54,42.93,1086.26,14.3329
2015-11-12,4823.5,4835.75,98.65,61026.0,2045.97,82.8691,403.12,41.75,1085.2,14.3021
2015-11-13,4825.0,4828.75,99.0,62697.0,2023.04,82.4332,398.78,40.74,1083.91,14.2639
2015-11-16,4690.0,4694.0,99.44,64546.0,2053.19,82.4601,401.28,41.74,1082.76,14.2463
2015-11-17,4684.0,4699.0,99.63,65528.0,2050.44,81.7422,403.67,40.67,1070.3,14.1905
2015-11-18,4611.0,4633.25,99.65,67279.0,2083.58,81.5672,406.98,40.75,1070.73,14.1817
2015-11-19,4630.5,4651.5,98.99,68557.0,2081.24,81.7412,409.61,40.54,1082.21,14.2678
2015-11-20,4580.0,4605.5,99.57,70359.0,2089.17,81.4234,410.4,40.39,1078.01,14.1847
2015-11-23,4490.0,4512.5,99.8,72293.0,2086.59,81.4999,409.08,41.75,1069.18,14.1425
2015-11-24,4608.0,4624.5,99.53,72422.0,2089.14,82.1446,408.6,42.87,1075.65,14.197
